"gene","Delta_2RF","euclidean_dist","mean_SASA","Length","Total_Mutations_n","Essential","gene_ctrl","mean_SASA_ctrl","Length_ctrl","Total_Mutations_n_ctrl","Essential_ctrl"
"O43639",0.583,0.0431496416452175,77.585013743,380,0,"No","A8MW99",76.8982074822909,385,0,"No"
"Q9P2T1",0.583,0.672916674238411,49.2920335335115,348,1,"No","Q9NPJ3",54.8964068290714,140,0,"No"
"Q9UIM3",0.583,0.0230209261469896,73.5566835171232,349,4,"No","Q15653",73.3540371838483,356,4,"No"
"P31323",0.582,0.0946228200226224,74.3330660739234,418,0,"No","Q99983",72.9382838787696,421,1,"No"
"Q16760",0.582,1.34271750419526,72.3076374821137,1214,4,"No","Q9Y6R6",85.6676279911164,833,8,"No"
"Q969U7",0.582,0.401136219396024,53.9578177231667,264,8,"Yes","P49721",53.471176189801,201,0,"Yes"
"Q07325",0.582,0.00121687430589956,94.8919139272,125,1,"No","Q6UXB1",94.871434846528,125,1,"No"
"P08620",0.581,0.0452681338611391,75.7851653114854,206,1,"No","Q9Y294",75.8181746855392,204,0,"No"
"O43708",0.581,0.287199870393429,52.493405112037,216,0,"No","P62837",56.0665543646259,147,0,"No"
"Q02224",0.581,1.02238873238358,98.0788135711299,1301,12,"Yes","O75150",104.30332544963,1001,2,"Yes"
"Q03405",0.581,0.133795751505946,67.0545422268836,335,7,"No","Q9UGM5",67.4478717342199,382,7,"No"
"Q8N371",0.58,0.620884101274734,57.8059787986779,416,3,"No","Q8WWF8",61.0665414884423,208,1,"No"
"P61158",0.58,0.817531944509603,51.5381212615072,418,0,"No","P02008",55.9868992949296,142,0,"No"
"O14645",0.579,0.0377264129013404,91.8469396821705,258,3,"No","Q96D70",92.2719006337687,268,3,"No"
"P04083",0.579,0.751028092124157,48.1181620456069,346,1,"No","Q8NHR9",55.5323450247287,129,1,"No"
"P43353",0.579,1.07336419996574,47.3783217273034,468,0,"No","P63146",57.5817550358553,152,0,"No"
"Q5TAQ9",0.579,0.316640956905947,71.707173185856,597,3,"No","A2A3L6",76.039549055622,582,7,"No"
"Q8TB73",0.579,0.289607784194582,72.555313741743,568,4,"No","Q13946",74.0263514903983,482,1,"No"
"P29350",0.578,0.800753935422027,58.9086181813109,595,5,"No","Q9UQ74",67.3850864223427,426,14,"No"
"P30837",0.578,1.27805878677606,45.8610516213694,517,7,"No","P51161",56.6679221285938,128,3,"No"
"Q9UQB8",0.578,0.155199445163145,97.912577617192,552,3,"No","Q96NI8",96.8548460391791,536,0,"No"
"Q14344",0.578,0.494456036012995,59.4616775813528,377,0,"No","Q8IUQ0",67.7119698581808,354,0,"No"
"Q16875",0.577,0.594437362894563,60.6467283896769,520,0,"No","Q8N9B4",68.5139290462982,389,0,"No"
"P19883",0.576,0.12548022566309,77.4268256992442,344,3,"No","Q9BZ19",79.3983274944058,345,2,"No"
"Q7Z2E3",0.576,0.129570992998614,72.7908583263764,356,0,"No","O43903",73.0558842448562,313,1,"No"
"P12829",0.576,0.0812039728617382,77.0806482596954,197,3,"No","Q8TD86",77.9336246366851,181,2,"No"
"Q969Q5",0.575,0.0353317087172143,62.9269920722167,203,0,"No","Q9UM19",63.1090205209948,191,0,"No"
"P08254",0.575,0.94378336179168,52.6897247788176,477,4,"No","Q8WVP5",60.087051319172,186,0,"No"
"P12034",0.575,0.0472473840539176,94.3412345813433,268,2,"No","Q9Y5W9",94.111123564,270,1,"No"
"P27708",0.575,1.37006665103976,41.263666009556,2225,12,"No","Q9BYK8",48.2970445836316,2649,0,"No"
"P24941",0.574,0.38767406855303,53.5595609121477,298,0,"Yes","O15498",58.0667196086364,198,0,"Yes"
"Q13017",0.574,1.57145102272659,74.6275619340706,1502,4,"No","Q9NRC6",67.20457404383,1400,37,"No"
"Q9Y259",0.574,0.523082013258623,59.2752191423544,395,5,"No","Q8N1Q8",64.6375332860729,247,5,"No"
"P42830",0.573,0.0540172841035775,94.0467290447368,114,1,"No","Q9NR33",93.1487410311111,117,1,"No"
"P20815",0.573,1.13545360283901,48.3077410907968,502,4,"No","O43324",59.1072898416437,174,0,"No"
"P27361",0.573,0.675905754383206,54.2541786935356,379,3,"No","Q96N28",59.6310904822093,172,0,"No"
"Q8N158",0.573,0.404096173860639,70.755214497506,579,5,"No","Q9Y2B5",77.0529466783296,631,4,"No"
"Q96JJ3",0.573,1.26014944241634,55.4474268039583,720,0,"No","Q00887",67.5148273688732,426,14,"No"
"Q9NX46",0.573,1.08639728179471,43.6010381547383,363,9,"No","P09105",57.3521614853521,142,1,"No"
"O95749",0.571,0.375298485954771,50.0982005943867,300,4,"Yes","P53611",44.747771207855,331,0,"Yes"
"Q8NEV1",0.571,0.555051413029675,59.0758479056215,391,4,"No","Q6P9G0",64.1605749409649,228,2,"No"
"P04179",0.571,0.127951153982859,60.3458152076577,222,2,"Yes","Q9Y3A3",61.8739505408267,225,0,"Yes"
"P05771",0.571,1.04772690784702,58.173813568772,671,2,"No","Q99551",69.0517062447769,399,9,"No"
"Q8IU54",0.571,0.0475204786691309,73.03167637783,200,3,"No","Q9UBI1",72.9152596487487,195,2,"No"
"Q9Y4X0",0.571,0.10603303035879,76.9504679166066,333,5,"No","Q9BU64",77.3871593681,300,6,"No"
"P24158",0.57,0.431175864037113,53.7982090647109,256,5,"No","P82980",58.0165980571852,135,3,"No"
"Q9UI43",0.57,0.038341872941135,66.5116535112195,246,3,"No","Q5U649",67.1551919106122,245,3,"No"
"Q15389",0.57,0.0518457606258165,84.3628667297309,498,1,"No","Q8N8U2",83.5761708331621,506,1,"No"
"Q96LD4",0.57,0.34055541727319,73.9182722346959,638,3,"No","Q9UKA1",78.551167287152,691,0,"No"
"Q9C0B1",0.57,0.857774131048944,54.3052345042297,505,8,"No","Q16557",66.9025042243458,428,16,"No"
"P17655",0.569,1.47271202804785,50.0019419185714,700,3,"No","Q6IBS0",68.3827895504183,349,1,"No"
"P29803",0.569,0.757127528859351,52.4971330617268,388,3,"No","Q6B0K9",57.1304672273759,141,0,"No"
"Q8NI36",0.569,0.292315851470233,58.7399179301241,951,0,"Yes","Q68E01",61.056672476627,1043,0,"Yes"
"Q96C11",0.569,1.54536888519152,40.2262137958475,551,4,"No","P50120",57.0880496423134,134,1,"No"
"P33316",0.568,0.0913622384599868,95.3910417255556,252,2,"Yes","O75586",95.4401103495935,246,0,"Yes"
"P51114",0.568,0.0815892195627989,91.9791973632528,621,2,"No","P17027",91.4913487659876,643,3,"No"
"Q9H1J7",0.568,0.375393297288206,62.079646098,359,0,"No","Q96KX2",67.7277747021137,299,0,"No"
"P46940",0.567,1.69210027137245,63.6392030162499,1657,6,"No","O75095",72.7086053106749,1541,41,"No"
"Q8IVS2",0.567,0.763510647357712,55.8725443735436,390,9,"No","P61601",61.5775421318653,193,0,"No"
"Q3LXA3",0.566,1.42136187654428,46.7404905356452,575,8,"No","O95626",57.0157515582901,131,1,"No"
"Q5SQN1",0.566,0.0281197739962098,85.9198551649569,464,0,"No","Q6ZN57",85.4682749616703,461,0,"No"
"Q9BRG2",0.566,0.217525440500808,75.5775840342187,576,3,"No","O00463",78.3097200143627,557,0,"No"
"Q9H5I1",0.566,0.386635179426274,62.7411270296244,410,1,"No","Q9UQ72",68.1495742762985,335,2,"No"
"P04085",0.565,0.0666868001320023,104.197159448436,211,2,"No","Q494R4",103.368356585714,210,3,"No"
"P30405",0.565,0.0196343944010192,63.7978179911884,207,0,"No","Q9NUS5",63.8101818699,200,0,"No"
"Q9UNW1",0.564,1.08935420455246,52.0583129514292,487,9,"No","P37235",61.9357722870984,193,0,"No"
"Q9NZI6",0.564,0.159534551498681,76.5400177892067,479,1,"No","Q9NRM2",76.9911421533556,450,4,"No"
"P32121",0.563,0.490468024122107,62.1454589789389,409,1,"No","Q9H871",70.3210699932225,391,0,"No"
"P53396",0.563,2.07241469701506,49.6001126751099,1101,2,"No","Q52M93",80.6809596606112,769,5,"No"
"P17252",0.563,1.08174818276885,58.1533238082232,672,2,"No","Q96G75",70.6406228196947,393,0,"No"
"Q15438",0.563,0.496181270847647,61.8414938069347,398,0,"No","Q7Z4L9",69.0597374530421,309,0,"No"
"O14994",0.562,0.0526019346914985,86.9280496612,580,9,"No","Q8N7Q3",86.6618413088435,588,8,"No"
"P49674",0.562,0.205656810724494,69.2478890495433,416,0,"NT","Q9H579",70.6586162935611,483,0,"NT"
"P28330",0.562,0.879069769646475,53.6400941964698,430,6,"No","Q5TBC7",60.4206653615337,163,1,"No"
"P35052",0.562,0.636112048319973,66.9476679861649,558,6,"No","Q2VPA4",73.6794157710193,569,17,"No"
"Q8N145",0.562,1.15291314271667,53.8408236499489,548,7,"No","Q99819",65.2450097857333,225,2,"No"
"Q9UEW8",0.562,0.613279354423173,67.5932313838349,545,3,"No","Q9UIF3",76.3736656874884,430,3,"No"
"P13196",0.561,0.773145723777248,65.9722279964875,640,2,"No","Q8NHS4",77.9001555143686,586,8,"No"
"O75607",0.561,0.0500193020424888,90.0101808682022,178,0,"No","Q96MD7",90.8506454330168,179,0,"No"
"P15018",0.561,0.0651562701628277,62.8185319681683,202,1,"No","P62380",63.0682286772043,186,0,"No"
"P55212",0.561,0.392266090155544,58.5898938109079,293,1,"No","Q8WVJ2",59.9513451465605,157,0,"No"
"Q04759",0.56,0.764582745813795,67.3570890015382,706,3,"No","Q96SK3",79.8558883198851,696,7,"No"
"Q8N414",0.56,0.975250902921239,56.6055747222137,524,3,"No","A6NIK2",68.6254687912671,292,0,"No"
"Q8N6T0",0.559,0.431791479025821,73.7912621494385,577,2,"No","Q8TC21",80.0094530450397,504,4,"No"
"Q9HBE4",0.559,0.0534195856676608,76.3293779148148,162,1,"No","P86397",75.9322338095833,168,0,"No"
"P49802",0.558,0.172161356201633,77.1889655047677,495,0,"No","Q92569",79.4806779042082,461,1,"No"
"Q13972",0.558,1.36962916048021,77.1455723022985,1273,4,"No","Q9P2J8",89.8071814735607,865,5,"No"
"Q15700",0.558,0.314228394116324,84.3392813762598,870,3,"No","Q8NA54",88.0145744551024,791,4,"No"
"Q99757",0.558,0.0450179603192238,85.9584715524699,166,1,"No","Q9UFW8",85.9954560435689,167,0,"No"
"Q9Y2K7",0.558,1.17344071218329,78.194203045241,1162,1,"No","P16383",84.4419022133163,781,8,"No"
"P39748",0.558,0.118147129685124,60.2701671626737,380,0,"Yes","O00231",60.1020138064218,422,0,"Yes"
"P43897",0.557,0.281890675462195,66.0444772365723,325,8,"No","Q9BZM6",68.7529807637951,244,7,"No"
"P49184",0.557,0.557551196829775,53.1019863069868,302,2,"No","Q96R05",57.8935977707463,134,0,"No"
"P46778",0.556,0.0833413797394035,93.967299198125,160,1,"Yes","P62750",95.1340105421795,156,0,"Yes"
"O14910",0.556,0.0619497499062715,79.2115800300858,233,0,"No","Q8N7B6",79.0855034337419,248,1,"No"
"P24534",0.555,0.135536879342103,72.7032364948444,225,1,"Yes","O00399",71.3224099697368,190,0,"Yes"
"Q8IV20",0.555,0.968387628288995,50.6080792519814,430,5,"No","O14933",59.8676602989542,153,1,"No"
"Q9UPQ3",0.555,0.34160420874073,79.5584691331108,857,7,"No","Q9H1I8",82.7566578286077,757,6,"No"
"Q9Y5S2",0.555,1.54115764983346,75.7312366755909,1711,42,"No","Q75N90",69.1785043495451,1209,53,"No"
"P01138",0.554,0.0806480280282283,90.4706518643569,241,6,"No","Q9BUP0",89.346898036569,239,5,"No"
"P14920",0.554,0.921503047568407,48.6388933657233,347,9,"No","P0CE71",56.9009148923853,109,0,"No"
"P21781",0.554,0.0283339426542861,76.9703825292268,194,0,"No","Q96EN9",77.3143925486567,201,0,"No"
"Q9H6Z9",0.554,0.336926730878147,56.1991775453975,239,1,"No","Q9NPG2",59.9872453900662,151,0,"No"
"Q9H9J2",0.553,0.0658653608712852,73.2477706529096,332,5,"No","Q2VPJ9",73.3711871092698,315,4,"No"
"Q9UJU6",0.553,0.12070154155847,94.5204673668837,430,4,"No","Q9H788",93.770143014793,454,2,"No"
"P11712",0.553,1.22569928043695,47.5084797863388,490,5,"No","Q9UHA4",58.146400227629,124,0,"No"
"Q52WX2",0.553,0.27414335395727,70.5799097186792,424,0,"No","Q16589",71.9623118860465,344,3,"No"
"Q92835",0.553,1.23591831941218,78.7241207577342,1189,1,"No","A6NC57",95.0248903844842,917,3,"No"
"P08240",0.552,0.167297151330149,72.7276931023292,638,2,"Yes","Q9NVU7",73.2779602700379,687,4,"Yes"
"Q04760",0.552,0.0406485728903746,69.1736569217935,184,1,"No","Q9P000",68.9952131949293,198,1,"No"
"Q9ULH1",0.552,1.01770418158989,84.8130580198211,1129,2,"No","Q08AN1",86.6383709279334,781,8,"No"
"Q9Y2M5",0.552,1.18418328662494,56.8044538214122,609,0,"No","Q14257",71.2070990950473,317,0,"No"
"Q8WU10",0.551,1.24868710164786,50.318192126952,500,10,"No","P0CE72",57.7493631954128,109,1,"No"
"Q16342",0.551,0.228627507786108,60.7461955942035,344,1,"Yes","Q9UNS2",60.1574036497541,423,0,"Yes"
"Q8TF64",0.551,0.41023500289494,66.4432084449872,312,11,"No","Q9NP55",68.4880234975,256,3,"No"
"Q9Y251",0.551,1.46790424726552,46.7410055782505,543,8,"No","Q1ZYL8",66.0935476274569,232,2,"No"
"O43353",0.55,0.389142362610474,72.9840775805926,540,4,"No","Q969V4",76.1097573290191,418,4,"No"
"Q16769",0.55,0.888175739077213,51.3556791690914,361,3,"No","O14921",62.6470033138365,159,0,"No"
"P09923",0.548,1.36099706924017,48.6152893363295,528,7,"No","Q86SG7",65.1825656150472,212,0,"No"
"Q14847",0.548,0.0819425682076148,98.326742205249,261,0,"No","Q8NB15",99.3996349215476,252,1,"No"
"Q15283",0.548,1.46695311650951,57.7317965647106,850,0,"No","Q6ZR52",80.2652209604025,646,4,"No"
"Q6PID8",0.548,0.771389944223892,57.9531903140498,442,1,"No","Q6UWM5",66.8387712657686,242,0,"No"
"Q8IW45",0.548,0.944732553255652,50.8718318014006,347,8,"No","P57730",59.1969950287778,90,0,"No"
"O75888",0.547,0.05729959518688,83.10207094252,250,2,"No","Q6UX52",82.4469124608679,265,2,"No"
"P29074",0.547,0.796711564281737,71.5525932803413,926,10,"No","Q9UII5",83.1156139091954,783,11,"No"
"Q969Q4",0.547,0.251492648908162,60.2347427114796,196,4,"No","A6NFH5",62.6434495293571,140,1,"No"
"P13236",0.546,0.0537599055556075,85.660215256087,92,2,"No","Q9BPY8",85.7837951673973,73,2,"No"
"P22234",0.546,1.08648343180407,49.6932577544235,425,3,"No","Q5I0X7",62.4267220113907,151,0,"No"
"Q16619",0.546,0.143865560671444,64.4407308664975,201,3,"No","Q53RE8",64.5272171252459,183,0,"No"
"P80188",0.545,0.125362677791482,63.5199013255051,198,2,"No","Q8TAC1",63.8943482797452,157,1,"No"
"Q96JC1",0.545,1.63462494095869,56.6841581463679,886,0,"No","Q96SI9",82.2634394235804,672,1,"No"
"O00755",0.544,0.465040562462163,63.6258122918281,349,7,"No","Q9Y6H3",68.4615378537805,246,2,"No"
"P05112",0.544,0.0141819972716827,69.0189427960784,153,0,"No","O15511",68.7997080282119,151,0,"No"
"P08861",0.544,0.715305126084221,53.4228672999111,270,8,"No","Q9H503",60.6537381851111,90,2,"No"
"P36955",0.544,1.00791556289299,53.5299318508182,418,7,"No","Q9NWU2",66.9257459485526,228,0,"No"
"Q05329",0.544,1.17902326988221,56.1626154097709,585,4,"No","Q96L46",67.6462237161532,248,0,"No"
"Q9H091",0.544,0.892494516109212,68.1066367550647,742,5,"No","Q86YE8",82.6612733427519,665,4,"No"
"Q9NSA1",0.544,0.0457194825764612,79.4206748300478,209,1,"No","Q969T4",79.3078882885024,207,0,"No"
"P23528",0.543,0.295430514530686,57.2453045160241,166,0,"No","O00244",59.0753741818529,68,0,"No"
"Q5VU57",0.543,1.02847010194479,56.2151975255587,503,3,"No","Q96C74",67.5557445982609,230,0,"No"
"O60506",0.542,0.0678188634553979,84.9417492214318,623,3,"No","Q8N972",84.8353734526365,641,2,"No"
"P16233",0.542,1.48438435767664,44.5606832658538,465,5,"No","Q7Z6V5",65.6020383193717,191,0,"No"
"Q8N1V2",0.542,1.81329261864881,43.5352780441226,620,6,"No","Q99653",66.0917700574154,195,0,"No"
"P61353",0.541,0.0952123000582373,67.0645775383088,136,0,"Yes","P35244",65.8412713199174,121,1,"Yes"
"Q6SZW1",0.541,1.39893464688166,58.514501668268,724,1,"No","Q6ZMN8",74.9937990408943,369,3,"No"
"Q96DX4",0.541,1.02951663059259,60.704245896434,576,2,"No","Q6UXH1",73.4158977535411,353,9,"No"
"Q16696",0.54,1.45242185606239,46.6939894000405,494,5,"No","Q969M7",65.9488284182162,185,0,"No"
"Q8WWQ2",0.54,1.27456233548166,56.0527537647872,592,8,"No","P98173",67.9084326344783,230,1,"No"
"Q9UJD0",0.54,0.145246443074065,95.4032844941883,308,5,"No","Q96N20",93.148462862973,296,4,"No"
"O75916",0.539,0.232342159739112,91.6240572042077,674,13,"No","Q9Y2A4",89.1455664371982,671,9,"No"
"Q5D0E6",0.539,1.42502693116876,48.8419282009724,543,2,"No","Q9NYP8",67.2613047796347,219,0,"No"
"Q7L5Y9",0.539,0.486215360125189,66.1604597486768,396,0,"No","A6NIH7",70.6517554631474,251,0,"No"
"Q9Y586",0.538,1.12872818403131,49.134043711337,359,8,"No","O75368",62.9458018757018,114,0,"No"
"P13501",0.537,0.0203835232445921,82.7468310076923,91,1,"No","O75556",82.4603461605263,95,1,"No"
"P42357",0.537,1.66920533043731,49.2376676634034,657,2,"No","Q86VX2",67.2332047829,200,1,"No"
"Q9HB55",0.537,1.39834938954725,49.4427358548628,503,9,"No","Q8N5M4",65.6397410091813,171,0,"No"
"P39900",0.536,1.05057450455028,55.090257846034,470,2,"No","Q9BZX4",67.9152617388019,212,2,"No"
"P61964",0.536,0.672817478681072,48.9494394597365,334,3,"Yes","P61077",55.6774181786395,147,0,"Yes"
"Q6P9H5",0.536,0.289739836497384,67.3102835025,292,7,"No","Q9BZM5",70.4633265625203,246,3,"No"
"Q96M96",0.536,0.325335000394205,80.191941528812,766,7,"No","O94769",84.5985380147067,699,6,"No"
"Q96S59",0.536,0.247744651459873,80.4467546555556,729,0,"No","Q8TAQ5",84.140404634593,688,0,"No"
"O76054",0.535,1.1031222344038,51.0670063633399,403,3,"No","O75951",65.1267578926757,148,1,"No"
"Q99259",0.535,1.33458276405552,55.7905693129596,594,8,"No","H3BNL8",69.2694263234783,230,1,"No"
"Q9H7Y0",0.535,0.909087778883879,57.5400936971732,433,6,"No","O43745",67.2778058880612,196,1,"No"
"P30101",0.535,0.947917201717767,60.2519420725149,505,2,"No","Q96E35",69.2095878177621,227,0,"No"
"Q9NXG2",0.535,0.0319771795053822,84.5035518050425,353,4,"No","P48745",85.0075409223249,357,4,"No"
"O15075",0.534,0.476549547019189,75.9008818915622,740,0,"No","Q99543",81.6288429271433,621,0,"No"
"P05230",0.534,0.409547648681574,56.6994797700129,155,1,"No","Q9P1F3",62.5943555540741,81,0,"No"
"P53602",0.534,1.39532745014799,45.236407812765,400,8,"No","Q7Z6K4",63.4820990115088,114,0,"No"
"Q7Z3B4",0.534,0.295082540069801,88.9863931861538,507,5,"Yes","Q9P255",87.2995311346516,531,11,"Yes"
"Q9H1P3",0.534,0.873083653411488,61.6639458086292,480,5,"No","P36980",72.4102693668518,270,7,"No"
"P10398",0.534,0.217441301515132,80.363040096,606,1,"No","Q8IYB9",83.3455647561265,648,2,"No"
"Q9HAC7",0.533,0.908023184193941,57.7042412127371,445,3,"No","Q9H0A8",67.3855989872864,199,0,"No"
"Q9NUY8",0.533,0.919338905678002,67.884640423834,699,3,"No","A2RTY3",81.9279223752456,570,6,"No"
"O95865",0.533,1.21599577756077,45.1984364988982,285,1,"No","Q4G0G5",63.6031180294792,96,0,"No"
"Q15120",0.533,0.862035313106559,57.3848196381182,406,4,"No","Q9BVM2",68.0447903510837,203,1,"No"
"Q9NVA2",0.533,0.221016503612374,75.8901656544289,429,0,"No","Q86UN2",78.7851672634558,441,3,"No"
"P32969",0.532,0.117581885504055,65.2995064850521,192,0,"Yes","Q8IUR0",66.5638382246277,188,2,"Yes"
"Q96HF1",0.532,0.171599741005066,70.639668254339,295,2,"No","Q9P015",73.4266591583446,296,1,"No"
"Q96SQ9",0.532,1.49961659832632,47.0633381488889,504,3,"No","P30626",67.640982054899,198,0,"No"
"Q96SW2",0.532,0.950053479267353,57.7805721689593,442,6,"No","Q9H628",68.5691605686341,205,1,"No"
"Q9BUX1",0.532,0.332552889970443,61.5286243510811,222,2,"No","A8MTL9",65.4557899280576,139,1,"No"
"P03956",0.531,1.24315867375022,53.5404707263241,469,10,"No","Q9GZQ8",64.8625085692,125,1,"No"
"P62888",0.53,0.121900273666946,68.4082167970956,115,0,"Yes","P41223",69.9370259635139,144,0,"Yes"
"Q9NSP4",0.53,0.491607099897709,57.7144400888111,180,0,"No","P63172",65.3603589195575,113,0,"No"
"P49441",0.529,1.18188490679393,51.0484736080702,399,4,"No","Q8WZA0",68.0572435452632,190,0,"No"
"P49902",0.529,0.942582676363555,63.9067156677647,561,5,"No","Q96DB5",73.9873532292229,314,0,"No"
"O43684",0.529,1.03051291816101,43.3859279965183,328,0,"Yes","P61088",58.6123826339211,152,0,"Yes"
"O75530",0.529,1.00174322708093,60.6801156462948,441,13,"No","P52566",68.4032447244279,201,0,"No"
"P78362",0.528,0.0628460261642576,83.7769221048343,688,2,"No","Q14588",84.2542183602857,700,3,"No"
"Q14749",0.528,1.06751989155727,49.6662147832068,295,4,"No","Q86SG5",65.126337800396,101,4,"No"
"Q16539",0.528,1.04813680835588,53.1847332261556,360,0,"No","Q8WXC3",65.3391302597753,89,0,"No"
"Q5VXI9",0.528,1.61251148742263,43.829977745809,398,8,"No","Q9H299",66.0321428351613,93,0,"No"
"Q70Z53",0.528,0.0828377186864982,105.913118210571,315,4,"No","Q9NQC8",106.963769924013,304,3,"No"
"Q8IWU9",0.528,1.0431831496364,59.1545994444898,490,2,"No","Q5TZF3",73.0931030184586,266,0,"No"
"P55042",0.527,0.0410377759340606,85.1632953736688,308,0,"No","Q6ZTR7",84.4989353970066,304,0,"No"
"Q9BWD1",0.527,1.71448330402286,41.5362389680756,397,5,"No","P0DJI9",67.1315318133279,122,1,"No"
"Q9H227",0.527,0.869833000425081,38.6944818686354,469,0,"NT","Q5VXH5",53.3117198549283,474,1,"NT"
"Q9Y5S9",0.526,0.0692616856636149,94.6477988580805,174,1,"Yes","Q9UHA3",95.3682422744785,163,0,"Yes"
"O95619",0.525,0.103512731287314,71.8509793790308,227,0,"Yes","Q9UK41",70.3068905108145,221,1,"Yes"
"O94953",0.525,1.23437818601288,75.1000954627427,1096,0,"No","P51523",86.3173217175068,738,6,"No"
"P31321",0.524,0.472003432652705,70.7460259267454,381,8,"No","Q9BQP9",75.4444911805512,254,5,"No"
"P41743",0.524,1.07744515634847,63.7439914759832,596,0,"No","Q3ZCT1",79.6463729455097,412,1,"No"
"P48507",0.524,0.969381337825706,52.4813987235037,274,0,"No","Q96FJ2",66.265063448764,89,0,"No"
"Q92765",0.524,0.202233010245448,76.7447349722646,325,4,"No","Q8N456",77.1777874837395,261,6,"No"
"P45985",0.523,0.509420109213008,67.966265153208,399,0,"No","Q8WVF5",73.433076795946,259,0,"No"
"Q8WWZ8",0.523,1.06157639732683,61.9896885668,545,3,"No","O43692",73.5487568035504,258,1,"No"
"Q9H2K8",0.523,0.965457591100247,72.9052976063252,898,0,"No","Q8N7K0",85.184398677058,673,1,"No"
"O60477",0.522,1.05564960815451,67.9704708489435,761,4,"No","Q7Z3V5",84.1547775445156,609,6,"No"
"O75326",0.522,1.4858295179206,57.5402093205796,666,9,"No","Q96M29",81.0306569922598,485,8,"No"
"P31930",0.522,1.38728707733216,51.1732066288792,480,8,"No","P60660",67.7948889200662,151,1,"No"
"P34896",0.522,1.50019936804905,49.1656533149938,483,8,"No","Q5GAN3",68.7929127617308,156,3,"No"
"Q14667",0.522,1.78193404745904,70.520907234043,2235,10,"No","Q92616",49.7815179288716,2671,1,"No"
"Q96F86",0.522,0.0676793082956717,84.584025934685,508,2,"No","Q6ZNH5",85.6207454145582,498,2,"No"
"Q9BX10",0.522,1.55638237414417,52.7124059953422,602,4,"No","Q9BTE7",72.2184980436287,237,0,"No"
"Q9NQC7",0.522,1.17430051961076,71.0316727546715,956,10,"No","Q96CN5",85.2941414768806,670,13,"No"
"A6NED2",0.521,1.09339002783967,53.7680373840319,376,0,"No","P31151",66.7308897394059,101,2,"No"
"O75431",0.52,0.893811399703931,53.9971001514829,263,1,"No","P63167",66.5799408547191,89,0,"No"
"Q02252",0.52,1.74314382170805,46.4165864962355,535,8,"No","P62502",69.6201164156442,163,3,"No"
"Q8N6F8",0.52,0.253908417126028,69.1695017939592,245,5,"No","P28676",71.8876770808571,217,1,"No"
"Q96FN5",0.52,0.203854230325832,81.1806967203808,646,0,"No","Q9NSK0",84.275412580517,619,1,"No"
"Q9NR12",0.52,0.0824074172499542,82.0800933104595,457,2,"No","P17030",83.4661457910088,456,2,"No"
"O14656",0.519,0.819947910315618,59.1426998933434,332,7,"No","Q96F10",69.9943645335294,170,2,"No"
"Q13206",0.519,0.182884760054548,87.3408992323794,875,5,"Yes","Q9UBB9",86.2796368570084,837,2,"Yes"
"P56597",0.519,0.0699162721027439,71.3133292082358,212,0,"No","P51965",71.417274931399,193,1,"No"
"Q6TDU7",0.519,1.27055600814741,63.5947253506983,716,5,"No","Q7L099",81.1217687891684,469,0,"No"
"O00585",0.518,0.0230626524528161,101.169200105522,134,1,"No","P23527",101.078465074603,126,1,"No"
"Q96KP1",0.518,1.16151118119755,70.9121529910779,924,2,"No","A6NNF4",88.3634428563957,738,1,"No"
"O75694",0.517,1.05629709001821,57.1797117149978,1391,4,"Yes","Q96P70",51.3228337519366,1041,0,"Yes"
"P62917",0.517,0.134536748752507,69.2226839718132,257,1,"Yes","Q96H20",67.536685689093,258,3,"Yes"
"Q9HAY6",0.517,1.77452672326349,46.7921806773345,547,9,"No","P00709",68.9364737528169,142,1,"No"
"O60524",0.516,1.0526716215502,81.331259198184,1076,9,"No","Q9H0M5",89.3963358380054,742,10,"No"
"P11021",0.516,0.334009775826553,51.9957361164373,654,2,"Yes","Q86U38",57.5523712627233,636,2,"Yes"
"P33991",0.516,0.120279590638474,71.4628788977126,863,5,"Yes","Q96JB2",72.6340467804227,828,5,"Yes"
"Q13131",0.516,0.465670653376263,76.2791201737746,559,1,"No","Q8NCK3",80.8951232544218,441,5,"No"
"Q92905",0.516,0.127019220949714,66.5533548766168,334,0,"Yes","Q00403",68.3639222470253,316,1,"Yes"
"Q96FA3",0.516,1.19581061724772,53.6742454563636,418,0,"No","O14907",68.2377463704032,124,1,"No"
"Q9H324",0.515,1.77486169508553,64.420211691262,1103,0,"No","Q99676",89.2033792703063,751,2,"No"
"O95455",0.515,1.36855768291552,49.3369289903714,350,10,"No","Q8N6N7",67.8089390615909,88,2,"No"
"Q92747",0.515,1.42982057463055,47.9152624022162,370,0,"No","P29377",67.6786234941772,79,0,"No"
"Q86XP1",0.515,1.69694669864407,71.8900443068541,1220,3,"No","Q8N8J6",88.7274371828181,731,3,"No"
"Q8WUJ3",0.515,3.13421727952624,44.5372066433828,1361,13,"No","Q9NZL3",87.314438818529,707,14,"No"
"O43678",0.514,0.0595741408826562,68.9058790355556,99,2,"No","Q9UJC5",69.446601008972,107,1,"No"
"O43847",0.514,2.80531441516771,44.7738091794075,1151,1,"No","O75820",84.9612679160703,626,0,"No"
"P00797",0.514,1.27749504747108,53.0824458939704,406,10,"No","Q14507",69.7091860536735,147,2,"No"
"P98066",0.514,0.492328384292981,64.3036780683971,277,4,"No","P32321",70.4449140548315,178,0,"No"
