"gene","Delta_2RF","euclidean_dist","s_SASA","s_Length","s_nmut","Essential","group","gene_ctrl","s_SASA_ctrl","s_Length_ctrl","s_nmut_ctrl","Essential_ctrl","group_ctrl"
"Q13795",0.471,0.327153500048034,-0.714047147594422,-0.818665233112705,-0.374785671735014,"Yes",1,"P52434",-0.419777557071563,-0.961615646498564,-0.374785671735014,"Yes",0
"Q99832",0.471,0.845653543019002,-1.02969882536651,0.139943421357175,-0.329908833148469,"Yes",1,"Q9NYV6",-0.260758957292723,0.442661943821348,-0.150401478802288,"Yes",0
"Q9Y4I1",0.47,3.12271767850438,0.277173421995859,3.81741287944046,0.25349006847662,"No",1,"Q9ULE4",2.46298905180896,1.5890682001903,0.16373639130353,"No",0
"P16870",0.47,1.7611111570554,-1.00061366845759,-0.0478541805418951,-0.0157709630426516,"No",1,"Q96CX3",0.634213373306192,-0.622458783367408,-0.329908833148469,"No",0
"P41279",0.469,0.707014904183146,0.0953926896275568,-0.0730807240805761,-0.285031994561924,"No",1,"Q9NXT0",0.777054135897992,-0.255272427415495,-0.240155155975378,"No",0
"Q8N1B4",0.469,1.38290501788481,-0.223111777190838,0.644474292130796,-0.374785671735014,"No",1,"Q96CS4",1.00720259329265,0.0194166022279211,-0.285031994561924,"No",0
"P13584",0.469,2.0757557448026,-1.27048994144136,0.0502490443307535,0.073982714130439,"No",1,"Q6ISS4",0.517671839168946,-0.956009747934413,-0.240155155975378,"No",0
"P18510",0.469,0.392910735554928,0.13590787455398,-0.885936015882521,-0.285031994561924,"No",1,"Q9H4G1",0.517082432024297,-0.970024494344791,-0.329908833148469,"No",0
"P78417",0.469,1.63921238390176,-1.13295903081517,-0.706547261829678,-0.195278317388833,"No",1,"P13640",0.417222714035506,-1.20827518332122,-0.374785671735014,"No",0
"Q8NB78",0.469,2.21841560005518,-1.01096447956344,0.921966271056288,-0.285031994561924,"No",1,"Q9NQG5",0.71544256306778,-0.468296572853246,-0.374785671735014,"No",0
"Q9Y2X3",0.468,0.171016486110985,0.763105279222305,0.100702131408116,-0.374785671735014,"Yes",1,"Q9BQA5",0.621473445222877,0.0670667400232075,-0.285031994561924,"Yes",0
"Q93100",0.468,2.83435297994066,-1.26433765339383,1.68156552649879,0.118859552716984,"No",1,"P16415",1.19281265689555,0.327741023256245,-0.285031994561924,"No",0
"Q96EP0",0.468,1.79504634517934,0.0437412651121664,1.62270359157521,0.16373639130353,"No",1,"Q5HYK9",1.23385544742284,0.327741023256245,-0.195278317388833,"No",0
"P12018",0.468,0.107894848452794,0.463300592256778,-0.975630392908943,-0.285031994561924,"No",1,"Q8WUH1",0.569876684483165,-0.992448088601397,-0.285031994561924,"No",0
"Q9BQP7",0.468,0.195936163852873,0.60187612801683,-0.417843485775884,-0.0157709630426516,"No",1,"Q17RN3",0.775481555991709,-0.403828739365505,0.073982714130439,"No",0
"Q5T0N1",0.467,1.88817927043413,-0.00518050807876668,1.76004810639691,-0.374785671735014,"No",1,"Q96ED9",1.49926365937554,0.633262495002493,-0.195278317388833,"No",0
"Q96B26",0.467,0.653195845277886,-0.91693094753975,-0.60844403695703,-0.240155155975378,"Yes",1,"Q9Y5R8",-0.393754479684647,-0.975630392908943,-0.374785671735014,"Yes",0
"O94760",0.467,1.91457951345537,-1.35014632590609,-0.583217493418348,-0.374785671735014,"No",1,"Q9Y2V2",0.524952353464491,-0.970024494344791,-0.374785671735014,"No",0
"P11216",0.467,2.75705325426809,-1.62780818028666,0.980828205979877,-0.195278317388833,"No",1,"Q96P16",0.686038444255204,-0.507537862802305,-0.374785671735014,"No",0
"P13929",0.467,2.50892064855028,-1.83955020410533,-0.165578050389073,-0.105524640215742,"No",1,"Q02045",0.549830518404471,-0.897147813010824,-0.329908833148469,"No",0
"P48643",0.467,1.15455438028068,-0.96059937659119,0.134337522793024,-0.105524640215742,"Yes",1,"Q01518",0.156729818181036,-0.0506571298239707,-0.329908833148469,"Yes",0
"Q02156",0.467,1.675908538122,-0.501229780632719,0.683715582079855,-0.240155155975378,"No",1,"Q9Y2G7",1.0593136982099,0.0726726385873589,-0.240155155975378,"No",0
"Q14449",0.467,0.670688711338469,0.36057521536058,0.131534573510948,-0.285031994561924,"No",1,"O95388",0.821738407507142,-0.353375652288143,-0.240155155975378,"No",0
"Q4VC12",0.467,1.50128666652827,-0.751510656850651,-0.0927013690551058,-0.195278317388833,"No",1,"P20774",0.66815554729196,-0.546779152751365,-0.374785671735014,"No",0
"Q96JB6",0.467,2.03156899093255,-0.870815109517341,0.736971618439293,-0.195278317388833,"No",1,"Q6P047",0.693899107498007,-0.557990949879667,-0.240155155975378,"No",0
"P02776",0.466,0.0313814337679694,1.38382997402165,-1.09896016132027,-0.374785671735014,"No",1,"Q6IPR1",1.38967419332871,-1.1297926034231,-0.374785671735014,"No",0
"P10600",0.466,0.937136735744737,-0.0606035059797157,-0.227242934594738,0.16373639130353,"No",1,"O15479",0.78295537051239,-0.487917217827776,-0.150401478802288,"No",0
"Q15811",0.466,2.67951294760344,0.797537222996627,3.44181767564232,0.208613229890075,"No",1,"Q96G01",2.3682547884161,1.35081751121387,-0.374785671735014,"No",0
"Q8IXV7",0.466,2.02889608375004,-1.40650179701654,-0.389813992955127,-0.329908833148469,"No",1,"Q9BZM1",0.568469469523608,-0.852300624497613,-0.374785671735014,"No",0
"Q9NQ55",0.466,0.326819906876229,1.04615771650085,-0.0562630283881221,-0.329908833148469,"Yes",1,"Q8IVD9",1.03189996755293,-0.370193347980597,-0.240155155975378,"Yes",0
"O60508",0.466,0.520788541606717,-0.0503308230027059,0.240849595511899,-0.285031994561924,"Yes",1,"Q9HAW0",0.214421274845272,-0.207622289620208,-0.285031994561924,"Yes",0
"Q15427",0.466,0.448223226502593,1.54638293274296,-0.19360754320983,-0.105524640215742,"Yes",1,"Q56P03",1.67632621733491,-0.583217493418348,-0.285031994561924,"Yes",0
"O60264",0.465,1.82893129931099,-0.0301708920712418,1.56664460593369,-0.150401478802288,"No",1,"Q8TD23",1.18901993666815,0.210017153409067,-0.285031994561924,"No",0
"P00746",0.465,1.44325692920493,-0.864336775097821,-0.67291187044477,-0.150401478802288,"No",1,"P33552",0.475356531787085,-1.16062504552594,-0.374785671735014,"No",0
"P08294",0.465,0.73646959059674,-0.0921353451133382,-0.709350211111754,-0.150401478802288,"No",1,"Q9UJQ7",0.592573676276656,-0.94479795080611,-0.285031994561924,"No",0
"P32754",0.465,2.0046164223767,-1.29605008848465,-0.280498970954176,-0.0157709630426516,"No",1,"Q6IPR3",0.647846164485542,-0.656094174752316,-0.329908833148469,"No",0
"P37837",0.465,1.97643885847179,-1.29382571488411,-0.437464130750414,0.073982714130439,"No",1,"P04732",0.479505488092675,-1.2110781326033,-0.329908833148469,"No",0
"O14732",0.465,1.94406904201588,-1.34491608067331,-0.574808645572121,-0.240155155975378,"No",1,"Q16718",0.533607711638136,-1.05691592208914,-0.374785671735014,"No",0
"Q96B67",0.465,0.597716533631875,0.215284742118625,-0.221637036030587,-0.374785671735014,"No",1,"Q9Y314",0.722182257366971,-0.538370304905138,-0.374785671735014,"No",0
"P48061",0.464,0.046237134454285,1.45310789313817,-1.12138375557688,-0.374785671735014,"No",1,"Q49B96",1.44581178191919,-1.1297926034231,-0.329908833148469,"No",0
"Q99698",0.464,2.45487339010725,0.186710229817079,2.54207095609603,0.25349006847662,"No",1,"Q96M89",1.47248655417792,0.481903233770407,-0.105524640215742,"No",0
"Q9BV79",0.464,1.51977583071898,-0.762014655705108,-0.336557956595689,0.073982714130439,"No",1,"B4E2M5",0.68508570739942,-0.678517769008921,-0.240155155975378,"No",0
"O14827",0.464,2.06946596507477,0.273161496145316,2.08519022311769,-0.240155155975378,"No",1,"Q5VZ66",2.02451613469975,0.983631155261952,-0.285031994561924,"No",0
"Q9BXS5",0.464,1.56006105838743,-0.790889835573843,-0.196410492491906,-0.374785671735014,"No",1,"Q8N782",0.634771642985877,-0.829877030241008,-0.374785671735014,"No",0
"P49593",0.463,1.54223442876882,-0.686941614628728,-0.10951906474756,-0.0157709630426516,"No",1,"Q96A37",0.684057868108355,-0.717759058957981,-0.374785671735014,"No",0
"Q9UBS0",0.463,0.841093777643626,0.095476127192591,-0.031036484849441,-0.285031994561924,"No",1,"P43365",0.792395197301954,-0.501931964238154,-0.285031994561924,"No",0
"P31941",0.463,1.15830062307815,-0.594283905928549,-0.824271131676856,-0.329908833148469,"No",1,"Q7Z7K0",0.533410787170013,-1.08494541490989,-0.374785671735014,"No",0
"P38919",0.463,1.03358556534841,-1.02288768988064,-0.230045883876814,-0.329908833148469,"Yes",1,"P61970",-0.36515724673901,-1.0260834799863,-0.374785671735014,"Yes",0
"P19793",0.462,0.268014105391718,0.727866279800527,-0.0870954704909545,-0.329908833148469,"No",1,"Q8N8L2",0.982635395125991,-0.157169202542846,-0.285031994561924,"No",0
"Q96CW1",0.462,0.767240728122508,-0.594464198216101,-0.162775101106998,-0.060647801629197,"Yes",1,"Q14390",-0.128966063213027,-0.771015095317419,-0.105524640215742,"Yes",0
"Q96JK4",0.462,2.22220940012035,-1.02116525418776,0.809848299773261,-0.195278317388833,"No",1,"Q96NJ6",1.05007596618529,0.0250225007920724,-0.374785671735014,"No",0
"P40429",0.462,0.0943648341291681,0.302370092185724,-0.813059334548554,-0.329908833148469,"Yes",1,"Q9NV31",0.366045722296346,-0.866315370907991,-0.374785671735014,"Yes",0
"P68402",0.462,1.57436476153514,-0.999182021876342,-0.740182653214586,-0.374785671735014,"No",1,"Q02747",0.541761545230591,-1.05971887137121,-0.329908833148469,"No",0
"Q92466",0.462,1.39050660479146,-0.54929767148353,-0.185198695363603,-0.060647801629197,"No",1,"Q8IW03",0.756518336093911,-0.628064681931559,-0.240155155975378,"No",0
"Q96I51",0.462,1.73813489091896,-0.905057264472672,-0.0814895719268031,-0.285031994561924,"No",1,"P41208",0.62765935912507,-0.899950762292899,-0.329908833148469,"No",0
"Q9BS92",0.461,1.18980174205317,-0.552236328114294,-0.689729566137224,-0.150401478802288,"No",1,"Q9BQ08",0.566775972612036,-1.07093066849952,-0.285031994561924,"No",0
"P45452",0.461,1.76132758302771,-0.813822913034764,-0.0618689269522734,0.208613229890075,"No",1,"P52803",0.702092866490026,-0.742985602496662,-0.374785671735014,"No",0
"Q9BQA1",0.461,1.04826112953904,-1.22191316722714,-0.423449384340035,-0.329908833148469,"Yes",1,"Q9BTM9",-0.421586574363644,-1.09896016132027,-0.374785671735014,"Yes",0
"Q5T2W1",0.46,0.914833730261753,0.131417837289414,0.0726726385873589,-0.195278317388833,"No",1,"Q9NYL9",0.896654563419724,-0.395419891519278,-0.374785671735014,"No",0
"O96020",0.46,0.392724472810521,0.53352783303538,-0.249666528851343,-0.329908833148469,"No",1,"Q99645",0.851969726652063,-0.479508369981549,-0.329908833148469,"No",0
"P09543",0.46,1.46117169898684,-0.605473009617471,-0.202016391056057,-0.060647801629197,"No",1,"Q9Y3E2",0.589870194824456,-0.998053987165548,-0.329908833148469,"No",0
"Q6P1J9",0.46,0.302874317242347,1.24818932702038,0.106308029972267,-0.060647801629197,"Yes",1,"O94927",1.33751815022288,0.392208856743985,-0.0157709630426516,"Yes",0
"Q99661",0.459,0.897595853888838,0.408739901539755,0.650080190694947,-0.285031994561924,"No",1,"P51522",1.08286284277339,0.0642637907411318,-0.195278317388833,"No",0
"O60907",0.459,1.47067897932245,-0.441941404043156,0.235243696947748,-0.240155155975378,"No",1,"Q9UBV8",0.770616428546763,-0.586020442700424,-0.374785671735014,"No",0
"Q15185",0.459,0.0308860361259074,0.749012622433244,-0.933586153677808,-0.374785671735014,"No",1,"P19105",0.747193902678488,-0.902753711574975,-0.374785671735014,"No",0
"P31483",0.458,0.112365069382684,1.02129515716428,-0.300119615928706,-0.195278317388833,"No",1,"O15481",1.01384738348661,-0.412237587211732,-0.195278317388833,"No",0
"P28370",0.458,1.83257701619096,-0.0269345393582106,1.57225050449784,-0.240155155975378,"No",1,"Q14593",1.20200301109545,0.212820102691142,-0.240155155975378,"No",0
"P42330",0.458,2.10793413287855,-1.44255545035423,-0.476705420699473,-0.0157709630426516,"No",1,"A8MSI8",0.517777902345441,-1.16342799480801,-0.374785671735014,"No",0
"Q9Y6N6",0.458,3.23407960883292,-0.0840965162274353,3.03258708045927,1.37541103314025,"No",1,"Q8TD31",2.10489280935495,0.809848299773261,0.522751099995892,"No",0
"Q96DA2",0.457,1.15055743577747,-0.540957816261991,-0.785029841727797,-0.195278317388833,"No",1,"Q9NQP4",0.573729113886451,-1.00646283501178,-0.374785671735014,"No",0
"P08238",0.457,1.54975051718737,-0.333136616080494,0.647277241412872,-0.374785671735014,"No",1,"A2RRD8",1.09182060774099,0.0446431457666021,-0.285031994561924,"No",0
"P48736",0.457,2.82802310980704,-1.11339611602035,1.70679207003748,0.16373639130353,"No",1,"Q6ZVM7",1.11654176492811,0.0390372472024508,-0.329908833148469,"No",0
"O14625",0.457,0.0166094600364339,1.36728996300292,-1.1185808062948,-0.374785671735014,"No",1,"Q8NHW6",1.35837587046612,-1.13259555270518,-0.374785671735014,"No",0
"Q16762",0.457,1.86904113227843,-1.23299611459979,-0.54958210203344,-0.329908833148469,"No",1,"P31949",0.55632719262599,-1.08774836419197,-0.374785671735014,"No",0
"Q9BZH6",0.457,3.05427921801515,-1.17112970792001,2.04875188245071,-0.060647801629197,"No",1,"Q03936",1.29837376856031,0.260470240486429,-0.240155155975378,"No",0
"O00303",0.456,0.0552471040462947,1.00059679683808,-0.3814051451089,0.073982714130439,"Yes",1,"Q99871",1.00996014976077,-0.350572703006068,0.0291058755438937,"Yes",0
"P55259",0.456,1.2033639435695,-0.105034648931828,0.123125725664721,-0.150401478802288,"No",1,"Q9NZR1",0.964571616318405,-0.398222840801354,-0.329908833148469,"No",0
"Q9Y2R9",0.456,0.195352869748342,0.783718024463298,-0.703744312547602,-0.060647801629197,"No",1,"Q86UN6",0.719469246478943,-0.829877030241008,-0.195278317388833,"No",0
"Q9H0Y0",0.455,0.454334089725542,0.241956824472314,-0.765409196753267,-0.195278317388833,"No",1,"O43325",0.577873519958844,-1.04009822639668,-0.329908833148469,"No",0
"A1Z1Q3",0.455,0.215358474862491,1.25141656731138,-0.190804593927754,0.0291058755438937,"No",1,"Q96PE6",1.14701908693979,-0.0590659776701977,-0.105524640215742,"No",0
"O14556",0.455,1.28320139750202,-0.441287960808397,-0.238454731723041,-0.285031994561924,"No",1,"P61758",0.693952000081267,-0.829877030241008,-0.374785671735014,"No",0
"P23109",0.455,2.2414169322403,-0.956508957120211,0.804242401209109,-0.195278317388833,"No",1,"Q3KNS6",1.05953607634913,-0.171183948953225,-0.285031994561924,"No",0
"Q8WVM8",0.455,1.00161351406384,-0.800897922350467,0.417435400282667,-0.329908833148469,"Yes",1,"Q14CX7",-1.16079890645518,1.34240866336764,-0.195278317388833,"Yes",0
"Q14651",0.454,2.23268286461583,-1.1344388944133,0.380997059615683,0.073982714130439,"No",1,"Q96A05",0.738395693420247,-0.748591501060813,-0.374785671735014,"No",0
"Q9UK32",0.454,1.93766995297535,-0.655256782749678,0.706139176336461,-0.240155155975378,"No",1,"Q147U1",1.18850222289583,0.111913928536418,-0.285031994561924,"No",0
"Q9Y2B0",0.453,0.431307969371023,0.203867784563654,-0.871921269472143,-0.374785671735014,"No",1,"Q6P3W2",0.625140628536222,-0.96441859578064,-0.374785671735014,"No",0
"P49746",0.452,2.3001836923272,-0.719514143853831,1.29756147485443,-0.285031994561924,"No",1,"Q3SXZ3",1.14964098702851,-0.0422482819777437,-0.240155155975378,"No",0
"Q12959",0.452,1.1902208640374,0.633495672103567,1.15180811218649,0.0291058755438937,"No",1,"Q8TF32",1.32103240043839,0.232440747665672,-0.285031994561924,"No",0
"Q9Y3A4",0.452,0.179711355633537,1.46550084100384,-0.597232239828727,-0.195278317388833,"Yes",1,"Q96CS2",1.45903129847237,-0.602838138392878,-0.374785671735014,"Yes",0
"O43280",0.452,2.40316243754033,-1.39526079251376,0.252061392640202,0.073982714130439,"No",1,"Q9H114",0.653021677704908,-0.975630392908943,-0.195278317388833,"No",0
"P02790",0.451,1.74773290398242,-0.794215297451861,-0.0870954704909545,0.118859552716984,"No",1,"Q99584",0.566109600496401,-1.1073690091665,-0.285031994561924,"No",0
"Q6PCB0",0.451,1.4203146229542,-0.488610964341407,-0.134745608286241,-0.105524640215742,"No",1,"O43921",0.753997492847252,-0.785029841727797,-0.329908833148469,"No",0
"P09341",0.451,0.0781199998779211,1.18976538889531,-1.08214246562782,-0.285031994561924,"No",1,"Q075Z2",1.22429662775588,-1.01206873357593,-0.285031994561924,"No",0
"P55211",0.451,1.43633301614152,-0.441504639362575,-0.216031137466435,0.208613229890075,"No",1,"O15492",0.766621811587557,-0.815862283830629,-0.285031994561924,"No",0
"Q92876",0.451,1.41601539764877,-0.768734680532073,-0.698138413983451,-0.285031994561924,"No",1,"P49223",0.578236985966744,-1.13259555270518,-0.240155155975378,"No",0
"O75146",0.451,1.73425909506654,0.406774269038442,1.6114917944469,0.073982714130439,"No",1,"Q96ND8",1.36723277748356,0.212820102691142,-0.285031994561924,"No",0
"P22061",0.451,1.94645110274076,-1.33274704880882,-0.745788551778737,-0.329908833148469,"No",1,"P80294",0.557273454079132,-1.2110781326033,-0.329908833148469,"No",0
"P31153",0.451,1.62299599027037,-1.5268529647482,-0.274893072390025,-0.195278317388833,"Yes",1,"O43592",-1.25097829755377,1.31437917054688,-0.374785671735014,"Yes",0
"A6NNW6",0.45,1.61113422170405,-0.439244959588053,0.36978526248738,-0.240155155975378,"No",1,"P43366",0.968062435608136,-0.409434637929657,-0.329908833148469,"No",0
"P55210",0.45,0.950811817602993,-0.180534680416592,-0.532764406340986,-0.240155155975378,"No",1,"Q7Z4S9",0.689635668651494,-0.891541914446672,-0.374785671735014,"No",0
"Q06210",0.45,2.6225529941624,-1.43464760817539,0.57720350936098,0.0291058755438937,"No",1,"O43665",0.711642609282873,-0.874724218754218,-0.374785671735014,"No",0
"Q9Y6T7",0.45,1.80719280080358,-0.394410849617433,0.871513183978925,-0.329908833148469,"No",1,"Q9NQX6",1.13670820213545,-0.0842925212088788,-0.240155155975378,"No",0
"P25325",0.449,1.88194387283135,-1.19740475557446,-0.54958210203344,-0.329908833148469,"No",1,"P80297",0.563879381464837,-1.2110781326033,-0.374785671735014,"No",0
"P22087",0.449,0.417903348267537,0.166264361316145,-0.482311319263624,-0.374785671735014,"Yes",1,"P55036",0.55356934076175,-0.325346159467387,-0.374785671735014,"Yes",0
"O75792",0.448,1.30968682664924,-0.409866834826203,-0.543976203469289,0.25349006847662,"No",1,"A6NCL2",0.738003407225429,-0.936389102959883,-0.240155155975378,"No",0
"P51857",0.448,2.2095903094365,-1.48851647663131,-0.468296572853246,-0.105524640215742,"No",1,"Q8N339",0.584727840806119,-1.2110781326033,-0.285031994561924,"No",0
"Q86YW0",0.448,2.31257249127021,-1.21678259830455,0.322135124692094,0.0291058755438937,"No",1,"Q2M2D7",0.784418039030146,-0.793438689574024,-0.285031994561924,"No",0
"P27539",0.447,0.946042120314457,0.0124269041310233,-0.339360905877765,-0.0157709630426516,"No",1,"Q6UYE1",0.79803270400391,-0.762606247471192,-0.329908833148469,"No",0
"Q13769",0.447,0.731088206874673,0.119734645840995,0.532356320847769,-0.195278317388833,"Yes",1,"Q13895",0.322019452612084,-0.157169202542846,-0.060647801629197,"Yes",0
"Q8N6M6",0.447,2.19807684487807,-0.817380414208315,0.913557423210061,-0.329908833148469,"No",1,"B4DX44",1.08425600880214,-0.185198695363603,-0.240155155975378,"No",0
"P07996",0.447,2.46931981032554,-0.445627812730472,1.89739262121862,-0.150401478802288,"No",1,"Q96T49",1.34056617954072,0.207214204126991,-0.374785671735014,"No",0
"Q6QHF9",0.447,2.32021967056963,-1.3942118067399,0.0502490443307535,-0.150401478802288,"No",1,"Q8TAP4",0.67475954006723,-0.975630392908943,-0.374785671735014,"No",0
"Q8NDN9",0.447,2.37808579605833,-1.38335478246313,0.106308029972267,0.0291058755438937,"No",1,"Q8WXG8",0.631635150730246,-1.10456605988442,-0.329908833148469,"No",0
"Q9UBR1",0.446,2.06786860607247,-1.25846347750365,-0.305725514492857,-0.195278317388833,"No",1,"Q17RB0",0.660120418847407,-1.06532476993536,-0.329908833148469,"No",0
"P05976",0.446,0.355725465907107,0.403224379202156,-0.838285878087235,-0.285031994561924,"No",1,"O14950",0.741872170549802,-0.899950762292899,-0.374785671735014,"No",0
"P17612",0.446,1.89574476407879,-1.11509655767868,-0.398222840801354,-0.285031994561924,"No",1,"Q9NPA8",0.64409635260661,-1.09896016132027,-0.374785671735014,"No",0
"P19404",0.446,0.718454456541033,0.101654717645862,-0.684123667573073,-0.105524640215742,"No",1,"P33764",0.672585636238905,-1.09896016132027,-0.240155155975378,"No",0
"P29401",0.446,2.87839059195259,-1.82683628155496,0.364179363923229,-0.060647801629197,"No",1,"Q96GE6",0.772005289301538,-0.832679979523083,-0.374785671735014,"No",0
"Q14232",0.446,1.34379603681764,-1.25491802606611,-0.527158507776835,-0.060647801629197,"Yes",1,"Q9BZL1",-0.121676832467189,-1.17744274121839,-0.374785671735014,"Yes",0
"Q9Y617",0.446,2.23309771467719,-1.43739325650731,-0.344966804441916,-0.060647801629197,"No",1,"O95969",0.63583426729591,-1.1297926034231,-0.329908833148469,"No",0
"Q5TA45",0.446,1.0431090911254,-1.09797281729803,0.299711530435488,-0.150401478802288,"Yes",1,"O94829",-1.24152519604324,1.31718211982896,-0.329908833148469,"Yes",0
"Q9NRG1",0.446,1.45935373063339,-0.756352783428646,-0.751394450342889,-0.285031994561924,"No",1,"P50238",0.642078503380824,-1.16623094409009,-0.329908833148469,"No",0
"Q9P0Z9",0.445,2.26929986222275,-1.46171498293568,-0.288907818800403,-0.240155155975378,"No",1,"O60739",0.666376464089278,-1.06532476993536,-0.374785671735014,"No",0
"P48426",0.445,1.33734712130318,-0.411540281982097,-0.244060630287192,-0.285031994561924,"No",1,"Q9UMX5",0.750462185755971,-0.899950762292899,-0.374785671735014,"No",0
"Q9BTV5",0.444,0.913430365866246,0.170514867531198,0.00820480509961839,-0.285031994561924,"No",1,"Q8N8B7",0.987312070815107,-0.398222840801354,-0.240155155975378,"No",0
"O00203",0.444,1.94875168465703,0.159605458694247,1.68436847578087,0.0291058755438937,"No",1,"P52737",1.28096554330459,0.131534573510948,-0.329908833148469,"No",0
"P42229",0.444,1.75986345360726,-0.344197509313448,0.843483691158169,-0.240155155975378,"No",1,"Q9NQZ8",1.19341500251792,-0.0114158398749113,-0.285031994561924,"No",0
"P13232",0.443,0.0782858107368699,0.756802585729379,-0.885936015882521,-0.240155155975378,"No",1,"Q5FWF7",0.774471190006687,-0.947600900088186,-0.285031994561924,"No",0
"Q5JVL4",0.443,1.08209100898812,0.470544958825415,0.411829501718515,0.432997422822802,"No",1,"O75346",1.21993870731094,0.0166136529458454,-0.240155155975378,"No",0
"Q9Y238",0.443,3.28376466344101,0.264879097457924,3.53711795123289,0.792012131515164,"No",1,"Q5BJE1",2.28288026817936,1.04809898874969,0.073982714130439,"No",0
"P11047",0.443,3.07231314760252,-0.0497431648074802,3.12788735604984,0.25349006847662,"No",1,"Q4V328",2.09589152012099,0.975222307415725,-0.195278317388833,"No",0
"P23368",0.443,2.36242655177102,-1.29489974512817,0.254864341922278,-0.195278317388833,"No",1,"Q9BUH6",0.80613670357072,-0.810256385266478,-0.374785671735014,"No",0
"Q9UPM8",0.443,2.07884620875146,0.150386818291034,1.80489529491012,0.073982714130439,"No",1,"Q569K6",1.92663405857566,0.72575982131099,0.0291058755438937,"No",0
"P57775",0.442,1.97775848346534,-1.09333272294991,-0.227242934594738,-0.329908833148469,"No",1,"Q9BWD3",0.697514430089592,-1.06532476993536,-0.374785671735014,"No",0
"Q6P1N9",0.442,2.23872265943781,-1.49340371665493,-0.54958210203344,-0.374785671735014,"No",1,"Q9BUK0",0.663149036743694,-1.14380734983348,-0.285031994561924,"No",0
"Q2VPB7",0.442,2.37792934220455,-0.899913212765012,1.07893143085253,-0.105524640215742,"No",1,"Q6ZMV8",1.22884200987464,0.0278254500741481,-0.240155155975378,"No",0
"Q16181",0.442,0.457277021720696,0.641470521474975,-0.157169202542846,-0.374785671735014,"No",1,"Q15973",1.03005181036584,-0.398222840801354,-0.374785671735014,"No",0
"Q6IQ26",0.442,2.83304623433536,-0.525428176315596,2.22533768722147,-0.060647801629197,"No",1,"Q8WV37",1.35417459246269,0.11751982710057,-0.285031994561924,"No",0
"Q9NYK5",0.442,0.658100102480358,-0.294455736393533,-0.434661181468338,-0.285031994561924,"Yes",1,"P63208",0.135002007812145,-0.925177305831581,-0.374785671735014,"Yes",0
"Q9Y2Z9",0.442,2.00077593439182,-0.948089120208001,-0.0702777747985004,0.208613229890075,"No",1,"Q13296",0.681203655565931,-1.12138375557688,-0.285031994561924,"No",0
"O75344",0.441,1.23160768963322,-0.348066312414196,-0.46549362357117,-0.240155155975378,"No",1,"Q9BX93",0.823219174821966,-0.835482928805159,-0.329908833148469,"No",0
"Q9BRU9",0.441,0.122018810433204,0.967257553608186,-0.684123667573073,-0.240155155975378,"Yes",1,"O95707",0.888091132671611,-0.765409196753267,-0.195278317388833,"Yes",0
"Q8IVS8",0.441,2.29806895564837,-1.26179135771036,0.0838844357156615,-0.0157709630426516,"No",1,"Q9UKW6",0.889781939948437,-0.639276479059862,-0.374785671735014,"No",0
"P30838",0.44,2.32848268059389,-1.37437783837936,-0.112322014029636,-0.060647801629197,"No",1,"P07438",0.654386313583115,-1.2110781326033,-0.374785671735014,"No",0
"P49591",0.44,1.46868888161958,-0.889934105259761,0.0586578921769805,-0.240155155975378,"Yes",1,"P62249",0.146868507218091,-0.972827443626867,-0.374785671735014,"Yes",0
"P06681",0.44,2.54031090506596,-1.20574380184035,0.72575982131099,0.0291058755438937,"No",1,"O15480",1.04358027244463,-0.412237587211732,-0.285031994561924,"No",0
"Q6JEL2",0.44,2.09970845022626,-0.943160753142473,0.322135124692094,-0.195278317388833,"No",1,"P52797",0.877578649346233,-0.714956109675905,-0.329908833148469,"No",0
"Q15166",0.44,2.15840589921479,-1.30767500558694,-0.389813992955127,-0.150401478802288,"No",1,"P04733",0.680293391654016,-1.2110781326033,-0.329908833148469,"No",0
"Q6ZRF8",0.439,0.293371415417728,1.44257245029915,0.395011806026061,-0.0157709630426516,"No",1,"Q8NFR7",1.64085805993943,0.274484986896807,0.16373639130353,"No",0
"O00189",0.438,1.69614017301798,-0.649053170851892,-0.112322014029636,-0.0157709630426516,"No",1,"Q8N129",0.923912033417544,-0.686926616855148,-0.285031994561924,"No",0
"P31350",0.438,0.872475654843208,-0.291072566846444,-0.291710768082479,-0.374785671735014,"Yes",1,"Q9BV90",0.201165353111197,-1.01206873357593,-0.374785671735014,"Yes",0
"Q8NI27",0.438,2.17096003289716,0.345444867001206,3.08304016753663,0.612504777168983,"Yes",1,"P78344",0.702761203333055,1.16021696003272,-0.329908833148469,"Yes",0
"O15530",0.438,1.02693977067909,-0.175698342438511,0.176381762024159,-0.329908833148469,"Yes",1,"Q9UHD1",0.636949373588979,-0.451478877160792,-0.329908833148469,"Yes",0
"Q96C23",0.438,2.47008673305098,-1.63661686811216,-0.423449384340035,-0.150401478802288,"No",1,"Q6P5R6",0.748514110287199,-1.04009822639668,-0.329908833148469,"No",0
"Q9Y2M2",0.438,0.843332063694867,0.170197356733367,-0.392616942237203,-0.195278317388833,"No",1,"A6NLX3",0.936595554680407,-0.717759058957981,-0.329908833148469,"No",0
"P49758",0.437,0.898675414100938,0.213124233658611,-0.0590659776701977,-0.374785671735014,"No",1,"Q6AZW8",1.02023137201658,-0.454281826442868,-0.374785671735014,"No",0
